2	272	32	-992
17	288	32	-976
32	288	32	-976
46	288	32	-992
61	272	16	-992
76	272	32	-976
91	272	32	-976
105	272	32	-992
121	272	32	-992
136	272	32	-992
151	272	32	-992
165	288	32	-976
180	288	32	-992
196	272	32	-992
211	272	32	-992
225	272	32	-992
241	272	32	-992
256	272	32	-976
271	272	32	-976
285	288	32	-992
301	272	32	-992
316	272	32	-992
331	272	32	-992
349	272	32	-992
364	288	32	-992
379	272	16	-976
394	272	32	-976
410	272	32	-976
424	272	32	-992
439	288	32	-976
454	288	32	-976
470	288	32	-976
484	272	32	-992
499	272	32	-976
514	272	32	-992
530	272	32	-992
544	288	32	-976
559	272	32	-992
574	272	32	-992
590	272	32	-992
604	272	32	-992
619	272	32	-992
635	272	32	-992
650	272	32	-992
664	272	32	-992
679	272	32	-976
698	272	32	-992
713	272	32	-976
728	272	32	-976
743	272	32	-992
758	272	32	-992
773	272	32	-976
788	272	32	-976
802	272	32	-992
839	272	32	-992
855	272	16	-976
870	272	32	-976
885	272	32	-976
899	272	16	-992
914	272	16	-976
930	272	32	-992
945	272	32	-992
959	272	16	-992
974	272	32	-992
990	272	32	-992
1005	272	32	-992
1019	272	16	-992
1034	272	16	-992
1053	272	16	-992
1067	272	16	-992
1082	272	16	-992
1097	272	16	-992
1112	272	32	-992
1127	272	32	-992
1141	272	16	-992
1156	272	16	-992
1171	288	32	-992
1187	288	32	-992
1201	272	16	-992
1216	272	16	-976
1232	272	16	-992
1246	272	16	-992
1261	288	16	-992
1276	272	16	-992
1291	288	16	-976
1307	288	16	-992
1322	272	16	-992
1336	272	16	-992
1351	272	16	-976
1369	272	16	-992
1385	272	16	-992
1398	272	16	-992
1414	272	16	-992
1428	272	16	-992
1444	272	16	-992
1458	272	16	-992
1473	272	16	-992
1488	272	16	-976
1503	272	16	-976
1518	272	16	-976
1533	272	16	-992
1548	272	16	-992
1564	272	16	-992
1577	272	16	-992
1593	272	16	-992
1608	272	16	-992
1623	272	16	-992
1638	272	0	-992
1653	272	-16	-992
1668	272	0	-992
1683	272	0	-992
1701	272	16	-992
1716	272	0	-992
1731	288	-16	-992
1768	272	0	-992
1784	256	0	-992
1799	256	0	-992
1813	272	-16	-992
1829	272	-32	-992
1843	272	-16	-992
1859	272	-16	-992
1872	272	-16	-992
1888	288	-32	-976
1903	272	-16	-976
1918	272	-16	-976
1932	256	-16	-992
1947	288	-48	-992
1962	272	0	-944
1977	272	0	-944
1991	256	-16	-1056
2007	272	16	-1008
2022	272	-32	-992
2037	272	-32	-992
2055	272	-16	-992
2070	256	-48	-992
2086	272	-16	-992
2101	272	-48	-992
2117	272	-48	-992
2131	288	-16	-992
2146	272	-48	-992
2162	272	-32	-992
2177	272	-32	-992
2192	272	-96	-1088
2207	272	-48	-992
2222	272	-48	-992
