2	1072	-64	16
17	1072	-64	16
31	1072	-48	16
46	1072	-48	16
61	1072	-48	16
76	1072	-48	16
90	1072	-48	0
105	1056	-48	0
121	1056	-32	16
136	1056	-32	16
150	1072	-32	0
165	1056	-32	16
180	1056	-32	0
195	1056	-32	0
209	1056	-16	0
224	1072	-32	0
239	1072	-32	0
254	1072	-32	0
268	1056	-32	0
283	1056	-32	0
298	1072	-48	-16
314	1072	-48	-16
328	1072	-64	0
343	1072	-64	-16
361	1056	-64	-16
376	1056	-64	-16
391	1056	-80	-16
405	1056	-80	-16
421	1056	-80	0
436	1056	-80	0
450	1056	-96	-16
465	1056	-192	-192
481	1088	-160	-192
496	1088	-160	-192
511	1136	16	-32
525	1088	32	144
540	1056	64	288
554	1056	64	288
568	1088	-48	0
583	1024	-32	0
599	1056	-96	-48
613	1056	-96	-48
628	1056	-256	-272
643	1056	-304	-384
658	1072	-128	-272
673	1072	-128	-272
691	1040	112	640
706	1088	208	-96
721	1104	112	-176
736	1088	144	-192
751	1088	144	-192
766	1104	256	-144
780	1120	352	-32
796	1104	352	112
811	1104	352	112
825	1120	272	128
841	1104	176	-48
855	1040	48	-64
871	1040	48	-64
885	1120	80	-224
922	1120	432	-16
937	1120	224	64
952	1120	224	64
966	1104	160	48
981	1088	208	-32
997	1088	208	-16
1012	1088	208	-16
1029	1072	240	-96
1045	1072	288	-96
1060	1072	384	-16
1076	1056	496	-64
1091	1056	496	-64
1105	1072	336	-64
1121	1056	432	-96
1136	1024	464	-64
1152	1024	464	-64
1166	992	544	-208
1182	1008	640	-128
1197	1040	592	-16
1212	1040	592	-144
1227	960	560	-144
1242	912	560	-64
1257	912	656	-48
1272	896	624	-64
1288	896	624	-64
1301	864	608	-96
1317	800	512	-128
1332	800	544	-64
1347	800	544	-64
1364	864	544	-128
1379	832	656	96
1394	784	688	176
1410	784	688	176
1424	752	656	-96
1439	736	608	-80
1454	720	656	-32
1469	720	656	-32
1484	704	688	-32
1499	704	704	0
1514	656	720	0
1529	656	720	0
1543	576	784	-160
1558	672	736	0
1573	640	880	48
1589	640	880	48
1603	640	928	176
1618	624	896	48
1633	592	768	-80
1648	592	768	-80
1662	624	736	-112
1677	624	800	-64
1695	560	960	144
1711	576	976	48
1725	576	976	48
1739	576	880	16
1754	592	848	-48
1768	592	832	-48
1784	592	832	-48
1798	560	944	-64
1835	512	912	48
1851	560	848	-16
1866	560	848	-16
1880	544	736	-80
1895	544	672	-96
1910	528	672	-32
1925	528	672	-32
1940	544	592	16
1955	560	464	288
1970	448	-176	224
1986	448	-176	224
2000	672	-528	384
2016	752	-464	112
2034	992	-400	48
2050	1312	-352	32
2065	1312	-352	32
2079	1568	-288	0
2094	1760	-208	-32
2109	2048	-128	-16
2125	2048	-128	-16
2139	2048	-48	-16
2154	2048	160	48
2170	2048	128	64
2185	2048	128	64
2199	2048	192	192
2215	2048	256	-224
2230	2048	432	-576
2245	1936	352	-336
2260	1936	352	-336
2275	1728	304	-192
2290	1680	208	-64
2306	1376	288	-112
2321	1376	288	-112
2335	1216	256	-64
2351	1008	256	-48
2369	896	256	-32
2384	848	224	32
2399	848	224	32
2414	784	224	64
2429	704	192	192
2444	800	112	304
2460	800	112	304
2474	592	160	240
2489	784	96	368
2504	768	144	320
2520	768	144	320
2533	1008	112	144
2549	1056	160	32
2564	1296	80	32
2579	1296	80	32
2592	1424	48	0
2608	1568	16	0
2623	1680	-48	0
2637	1680	-48	0
2651	1776	-80	16
2666	1808	-144	16
2681	1808	-144	16
2699	1824	-208	32
2736	1680	-304	-16
2752	1600	-368	-128
2766	1520	-512	-256
2781	1344	-512	-64
2796	1344	-512	-64
2810	1232	-528	-128
2826	1104	-528	-128
2842	1024	-512	-64
2857	1024	-512	-64
2871	960	-496	-32
2886	960	-448	48
2901	976	-400	48
2917	976	-400	48
2931	992	-384	48
2946	1056	-352	64
2962	1136	-320	80
2977	1136	-320	80
2991	1216	-272	64
3006	1328	-240	32
3021	1408	-192	32
3039	1408	-192	32
3054	1456	-160	48
3069	1488	-96	48
3084	1520	-64	32
3099	1536	-16	32
3114	1536	-16	32
3129	1520	16	0
3143	1488	48	0
