1	144	16	-976
17	144	16	-976
32	160	32	-992
47	160	32	-944
62	160	32	-944
76	176	16	-928
91	176	32	-960
106	176	32	-960
121	176	32	-960
135	176	32	-896
150	176	32	-928
166	176	32	-1008
181	176	32	-1008
195	160	32	-976
210	144	16	-992
225	144	16	-944
240	144	16	-944
254	160	16	-896
269	176	32	-944
284	176	48	-992
299	176	48	-992
314	160	32	-1008
329	160	16	-960
366	160	32	-960
384	160	16	-944
399	160	16	-944
413	144	16	-896
428	160	0	-928
443	160	48	-960
458	160	48	-960
472	160	48	-976
488	144	16	-960
503	144	16	-928
518	144	16	-928
532	160	16	-976
547	160	16	-960
562	176	32	-960
577	176	32	-960
592	176	48	-1008
607	176	48	-1008
622	176	32	-960
637	176	32	-960
651	160	16	-928
666	176	32	-960
682	160	32	-944
697	160	32	-944
711	176	32	-976
729	176	48	-944
744	176	32	-944
760	176	16	-960
775	176	16	-960
789	176	32	-944
804	160	16	-992
819	176	32	-976
834	176	32	-976
848	160	32	-960
864	160	48	-960
879	160	48	-928
894	160	48	-928
908	176	32	-896
923	176	48	-944
938	160	64	-944
953	160	64	-944
968	144	64	-976
983	128	48	-976
998	112	48	-960
1013	112	48	-960
1027	112	16	-944
1042	128	32	-960
1061	112	64	-1040
1076	112	64	-1040
1090	64	64	-1024
1105	0	224	-1120
1120	32	-32	-1120
1135	32	-32	-1120
1149	-16	160	-896
1164	64	64	-1056
1179	96	0	-1024
1194	96	0	-1024
1208	64	48	-960
1223	32	96	-928
1238	32	32	-864
1254	32	32	-864
1268	96	-96	-896
1283	80	16	-976
1320	80	-16	-960
1334	80	-32	-928
1350	80	-32	-928
1364	80	-16	-944
1379	64	-32	-944
1394	64	-32	-960
1409	80	-32	-960
1426	80	-64	-944
1441	64	-64	-960
1457	64	-48	-944
1472	64	-48	-944
1485	80	-64	-944
1501	80	-48	-960
1516	80	-48	-960
1531	80	-48	-960
1545	96	-32	-992
1560	96	-48	-944
1575	112	-32	-912
1590	112	-32	-912
1605	112	-32	-960
1620	112	-48	-976
1635	112	-32	-944
1650	112	-32	-944
1665	112	-32	-1008
1680	112	-64	-944
1695	112	-64	-880
1710	112	-64	-880
1724	112	-96	-880
1739	128	-48	-960
1757	144	-32	-976
1773	144	-64	-976
1787	144	-64	-976
1802	176	-16	-912
1816	176	0	-976
1831	160	0	-1056
1847	160	0	-1056
1861	128	0	-1024
1876	112	-32	-976
1891	96	-48	-944
1907	96	-48	-944
1921	96	-48	-928
1936	96	-48	-992
1951	96	-48	-976
1966	96	-48	-976
1980	112	-32	-992
1995	112	-64	-976
2010	112	-48	-944
2026	112	-48	-944
2040	112	-80	-944
2055	112	-64	-960
2070	112	-48	-992
2089	128	-48	-1008
2104	128	-48	-1008
2118	160	-48	-976
2133	144	-48	-1024
2149	144	-64	-1024
2163	144	-64	-1024
2200	160	-80	-912
2214	144	-80	-976
2230	144	-80	-1008
2244	144	-80	-1008
2259	160	-96	-944
2274	160	-112	-928
2289	144	-80	-960
2304	144	-80	-960
2318	144	-96	-1008
2334	112	-80	-992
2348	112	-96	-960
2364	112	-96	-960
2377	128	-96	-960
2393	128	-112	-944
2408	128	-96	-944
2423	128	-96	-944
2440	144	-96	-992
2456	144	-96	-976
2471	128	-112	-976
2486	112	-96	-944
2501	112	-96	-944
2516	128	-80	-1008
2531	160	-96	-1008
2546	144	-80	-944
2561	144	-80	-944
2575	144	-80	-1008
2590	160	-96	-976
2605	176	-96	-944
2621	176	-96	-944
2635	160	-64	-992
2650	128	-96	-1008
2666	128	-80	-960
2680	128	-80	-960
2695	128	-80	-976
2709	128	-64	-1024
2725	144	-80	-944
2740	144	-80	-944
2754	160	-64	-944
2773	176	-48	-976
2788	176	-48	-976
2803	176	-64	-1024
2819	176	-64	-1024
2833	208	-96	-992
2848	176	-64	-960
2864	160	-64	-944
2879	160	-64	-944
2893	128	-48	-960
2908	128	-48	-992
2924	160	-80	-944
2939	160	-80	-944
2953	160	-64	-880
2969	176	-48	-1008
2984	144	-48	-992
2999	144	-48	-992
3013	112	-32	-896
3050	128	-32	-960
3064	144	-64	-928
3080	128	-32	-912
3094	128	-32	-912
3109	128	-16	-976
3126	144	-16	-944
3142	160	0	-992
3157	160	0	-992
3171	192	-32	-960
3186	176	0	-960
3201	176	-32	-944
3215	176	-32	-944
3230	144	-16	-944
3244	160	-16	-992
3260	144	0	-960
3275	144	0	-960
3289	144	0	-960
3304	160	-32	-960
3319	160	-16	-928
3334	160	-16	-928
3348	160	-16	-960
